,Date,Team,2007,Last 3,Last 1,Home,Away,2006,Current,Previous
4283,2007-08-27,Miami,,0.000,0.000,0.426,0.467,,0.446,--
4284,2007-08-27,Pittsburgh,,0.667,0.000,0.483,0.397,,0.441,--
4285,2007-08-27,Texas,,0.667,1.000,0.517,0.356,,0.436,--
4286,2007-08-27,Baltimore,,0.000,0.000,0.456,0.414,,0.435,--
4287,2007-08-27,Houston,,0.333,1.000,0.516,0.344,,0.431,--
4288,2007-08-27,Chi Sox,,0.000,0.000,0.421,0.424,,0.422,--
4289,2007-08-27,Tampa Bay,,1.000,1.000,0.453,0.308,,0.388,--
4290,2007-08-28,LA Angels,,0.667,1.000,0.694,0.535,,0.617,--
4291,2007-08-28,Boston,,1.000,1.000,0.618,0.574,,0.595,--
4292,2007-08-28,Seattle,,0.000,0.000,0.639,0.517,,0.579,--
4293,2007-08-28,Cleveland,,1.000,1.000,0.593,0.540,,0.566,--
4294,2007-08-28,Arizona,,0.667,0.000,0.621,0.500,,0.557,--
4295,2007-08-28,San Diego,,0.667,1.000,0.557,0.542,,0.550,0.000
4296,2007-08-28,NY Yankees,,0.333,0.000,0.638,0.458,,0.547,--
4297,2007-08-28,NY Mets,,0.333,0.000,0.525,0.567,,0.546,--
4298,2007-08-28,Detroit,,0.667,1.000,0.516,0.564,,0.539,--
4299,2007-08-28,Philadelphia,,0.667,1.000,0.567,0.508,,0.537,0.000
4300,2007-08-28,Chi Cubs,,0.333,0.000,0.535,0.517,,0.525,1.000
4301,2007-08-28,Colorado,,0.667,0.000,0.621,0.414,,0.517,--
4302,2007-08-28,Atlanta,,0.333,1.000,0.509,0.516,,0.512,1.000
4303,2007-08-28,LA Dodgers,,0.667,1.000,0.517,0.500,,0.508,--
4304,2007-08-28,Minnesota,,0.667,0.000,0.544,0.468,,0.504,1.000
4305,2007-08-28,Toronto,,0.667,1.000,0.597,0.413,,0.500,0.000
4306,2007-08-28,Milwaukee,,0.000,0.000,0.619,0.368,,0.500,--
4307,2007-08-28,St. Louis,,0.667,1.000,0.561,0.417,,0.487,0.000
4308,2007-08-28,Oakland,,0.000,0.000,0.492,0.469,,0.480,--
4309,2007-08-28,Kansas City,,0.333,0.000,0.475,0.473,,0.474,--
4310,2007-08-28,Cincinnati,,1.000,1.000,0.500,0.414,,0.458,1.000
4311,2007-08-28,SF Giants,,1.000,1.000,0.500,0.407,,0.455,--
4312,2007-08-28,Washington,,0.000,0.000,0.483,0.410,,0.446,--
4313,2007-08-28,Miami,,0.000,0.000,0.419,0.467,,0.443,--
4314,2007-08-28,Pittsburgh,,0.667,0.000,0.483,0.397,,0.441,--
4315,2007-08-28,Texas,,0.667,1.000,0.517,0.356,,0.436,--
4316,2007-08-28,Baltimore,,0.000,0.000,0.456,0.414,,0.435,--
4317,2007-08-28,Houston,,0.333,1.000,0.516,0.344,,0.431,--
4318,2007-08-28,Chi Sox,,0.333,1.000,0.431,0.424,,0.427,--
4319,2007-08-28,Tampa Bay,,0.667,0.000,0.453,0.302,,0.385,--
4320,2007-08-29,LA Angels,,1.000,1.000,0.694,0.542,,0.620,--
4321,2007-08-29,Boston,,0.667,0.000,0.618,0.565,,0.590,--
4322,2007-08-29,Seattle,,0.000,0.000,0.629,0.517,,0.574,--
4323,2007-08-29,Cleveland,,1.000,1.000,0.600,0.540,,0.569,--
4324,2007-08-29,San Diego,,0.667,1.000,0.565,0.542,,0.554,0.000
4325,2007-08-29,Arizona,,0.333,0.000,0.621,0.492,,0.553,--
4326,2007-08-29,NY Yankees,,0.333,1.000,0.644,0.458,,0.551,--
4327,2007-08-29,NY Mets,,0.000,0.000,0.525,0.557,,0.541,--
4328,2007-08-29,Philadelphia,,1.000,1.000,0.574,0.508,,0.540,0.000
4329,2007-08-29,Detroit,,0.667,0.000,0.516,0.554,,0.534,--
4330,2007-08-29,Chi Cubs,,0.333,1.000,0.542,0.517,,0.529,1.000
4331,2007-08-29,Colorado,,0.333,0.000,0.621,0.407,,0.513,--
4332,2007-08-29,LA Dodgers,,1.000,1.000,0.525,0.500,,0.512,--
4333,2007-08-29,Atlanta,,0.333,0.000,0.509,0.508,,0.508,1.000
4334,2007-08-29,Toronto,,0.667,1.000,0.597,0.422,,0.504,0.000
4335,2007-08-29,Minnesota,,0.333,0.000,0.544,0.460,,0.500,1.000
4336,2007-08-29,Milwaukee,,0.000,0.000,0.619,0.362,,0.496,--
4337,2007-08-29,St. Louis,,1.000,1.000,0.561,0.426,,0.492,0.000
4338,2007-08-29,Kansas City,,0.333,1.000,0.484,0.473,,0.479,--
4339,2007-08-29,Oakland,,0.000,0.000,0.483,0.469,,0.476,--
4340,2007-08-29,SF Giants,,1.000,1.000,0.508,0.407,,0.460,--
4341,2007-08-29,Cincinnati,,0.667,0.000,0.500,0.407,,0.455,1.000
4342,2007-08-29,Miami,,0.333,1.000,0.429,0.467,,0.447,--
4343,2007-08-29,Pittsburgh,,0.667,1.000,0.492,0.397,,0.445,--
4344,2007-08-29,Washington,,0.000,0.000,0.483,0.403,,0.443,--
4345,2007-08-29,Texas,,1.000,1.000,0.525,0.356,,0.441,--
4346,2007-08-29,Baltimore,,0.000,0.000,0.448,0.414,,0.431,--
4347,2007-08-29,Houston,,0.333,0.000,0.508,0.344,,0.427,--
4348,2007-08-29,Chi Sox,,0.333,0.000,0.431,0.417,,0.424,--
4349,2007-08-29,Tampa Bay,,0.667,1.000,0.453,0.315,,0.390,--
4350,2007-08-30,LA Angels,,1.000,1.000,0.694,0.550,,0.623,--
4351,2007-08-30,Boston,,0.333,0.000,0.618,0.556,,0.585,--
4352,2007-08-30,Cleveland,,1.000,1.000,0.607,0.540,,0.573,--
4353,2007-08-30,Seattle,,0.000,0.000,0.619,0.517,,0.569,--
4354,2007-08-30,San Diego,,1.000,1.000,0.571,0.542,,0.557,0.000
4355,2007-08-30,NY Yankees,,0.667,1.000,0.650,0.458,,0.555,--
4356,2007-08-30,Arizona,,0.000,0.000,0.621,0.485,,0.548,--
4357,2007-08-30,Philadelphia,,1.000,1.000,0.581,0.508,,0.544,0.000
4358,2007-08-30,NY Mets,,0.000,0.000,0.525,0.548,,0.537,--
4359,2007-08-30,Detroit,,0.333,0.000,0.516,0.544,,0.529,--
4360,2007-08-30,Chi Cubs,,0.333,0.000,0.533,0.517,,0.525,1.000
4361,2007-08-30,Colorado,,0.333,1.000,0.621,0.417,,0.517,--
4362,2007-08-30,LA Dodgers,,1.000,1.000,0.532,0.500,,0.516,--
4363,2007-08-30,Atlanta,,0.667,1.000,0.509,0.515,,0.512,1.000
4364,2007-08-30,Toronto,,0.667,0.000,0.597,0.415,,0.500,0.000
4365,2007-08-30,Milwaukee,,0.333,1.000,0.619,0.373,,0.500,--
4366,2007-08-30,Minnesota,,0.000,0.000,0.544,0.453,,0.496,1.000
4367,2007-08-30,St. Louis,,0.667,0.000,0.561,0.419,,0.487,0.000
4368,2007-08-30,Kansas City,,0.667,1.000,0.492,0.473,,0.483,--
4369,2007-08-30,Oakland,,0.333,1.000,0.492,0.469,,0.480,--
4370,2007-08-30,Cincinnati,,0.667,1.000,0.500,0.417,,0.459,1.000
4371,2007-08-30,SF Giants,,0.667,0.000,0.500,0.407,,0.456,--
4372,2007-08-30,Texas,,1.000,1.000,0.533,0.356,,0.445,--
4373,2007-08-30,Miami,,0.333,0.000,0.422,0.467,,0.444,--
4374,2007-08-30,Pittsburgh,,0.333,0.000,0.484,0.397,,0.442,--
4375,2007-08-30,Washington,,0.000,0.000,0.483,0.397,,0.439,--
4376,2007-08-30,Houston,,0.667,1.000,0.516,0.344,,0.432,--
4377,2007-08-30,Baltimore,,0.000,0.000,0.441,0.414,,0.427,--
4378,2007-08-30,Chi Sox,,0.333,0.000,0.431,0.410,,0.420,--
4379,2007-08-30,Tampa Bay,,0.667,1.000,0.453,0.327,,0.395,--
4380,2007-08-31,LA Angels,,1.000,1.000,0.694,0.550,,0.623,--
4381,2007-08-31,Boston,,0.000,0.000,0.618,0.547,,0.580,--
4382,2007-08-31,Cleveland,,1.000,1.000,0.613,0.540,,0.576,--
4383,2007-08-31,Seattle,,0.000,0.000,0.619,0.508,,0.565,--
4384,2007-08-31,NY Yankees,,1.000,1.000,0.656,0.458,,0.558,--
4385,2007-08-31,San Diego,,0.667,0.000,0.563,0.542,,0.553,0.000
4386,2007-08-31,Arizona,,0.333,1.000,0.621,0.493,,0.552,--
4387,2007-08-31,Philadelphia,,1.000,1.000,0.587,0.508,,0.548,0.000
4388,2007-08-31,Detroit,,0.333,1.000,0.516,0.552,,0.533,--
4389,2007-08-31,NY Mets,,0.000,0.000,0.525,0.540,,0.532,--
4390,2007-08-31,Chi Cubs,,0.667,1.000,0.541,0.517,,0.529,1.000
4391,2007-08-31,Colorado,,0.333,1.000,0.621,0.417,,0.517,--
4392,2007-08-31,LA Dodgers,,1.000,1.000,0.532,0.500,,0.516,--
4393,2007-08-31,Atlanta,,0.667,1.000,0.509,0.515,,0.512,1.000
4394,2007-08-31,Toronto,,0.667,0.000,0.597,0.415,,0.500,0.000
4395,2007-08-31,Milwaukee,,0.333,0.000,0.619,0.367,,0.496,--
4396,2007-08-31,Minnesota,,0.000,0.000,0.544,0.453,,0.496,1.000
4397,2007-08-31,St. Louis,,0.333,0.000,0.561,0.413,,0.483,0.000
4398,2007-08-31,Oakland,,0.333,1.000,0.492,0.469,,0.480,--
4399,2007-08-31,Kansas City,,0.667,0.000,0.484,0.473,,0.479,--
4400,2007-08-31,Cincinnati,,0.667,1.000,0.500,0.426,,0.463,1.000
4401,2007-08-31,SF Giants,,0.667,0.000,0.500,0.407,,0.456,--
4402,2007-08-31,Texas,,1.000,1.000,0.541,0.356,,0.450,--
4403,2007-08-31,Miami,,0.333,0.000,0.422,0.467,,0.444,--
4404,2007-08-31,Washington,,0.000,0.000,0.483,0.397,,0.439,--
4405,2007-08-31,Pittsburgh,,0.333,0.000,0.476,0.397,,0.438,--
4406,2007-08-31,Houston,,0.667,1.000,0.523,0.344,,0.437,--
4407,2007-08-31,Baltimore,,0.000,0.000,0.433,0.414,,0.424,--
4408,2007-08-31,Chi Sox,,0.000,0.000,0.431,0.403,,0.417,--
4409,2007-08-31,Tampa Bay,,1.000,1.000,0.453,0.339,,0.400,--
4410,2007-09-01,LA Angels,,1.000,1.000,0.698,0.550,,0.626,--
4411,2007-09-01,Cleveland,,1.000,1.000,0.619,0.540,,0.579,--
4412,2007-09-01,Boston,,0.000,0.000,0.607,0.547,,0.575,--
4413,2007-09-01,Seattle,,0.000,0.000,0.619,0.500,,0.560,--
4414,2007-09-01,San Diego,,0.667,1.000,0.569,0.542,,0.557,0.000
4415,2007-09-01,NY Yankees,,0.667,0.000,0.645,0.458,,0.554,--
4416,2007-09-01,Philadelphia,,1.000,1.000,0.587,0.516,,0.551,0.000
4417,2007-09-01,Arizona,,0.333,0.000,0.610,0.493,,0.548,--
4418,2007-09-01,NY Mets,,0.333,1.000,0.525,0.547,,0.536,--
4419,2007-09-01,Detroit,,0.333,0.000,0.516,0.542,,0.529,--
4420,2007-09-01,Chi Cubs,,0.333,0.000,0.532,0.517,,0.525,1.000
4421,2007-09-01,Colorado,,0.667,1.000,0.621,0.426,,0.521,--
4422,2007-09-01,LA Dodgers,,0.667,0.000,0.532,0.492,,0.512,--
4423,2007-09-01,Atlanta,,0.333,0.000,0.500,0.515,,0.508,1.000
4424,2007-09-01,Toronto,,0.667,1.000,0.603,0.415,,0.504,0.000
4425,2007-09-01,Milwaukee,,0.667,1.000,0.625,0.367,,0.500,--
4426,2007-09-01,Minnesota,,0.333,1.000,0.552,0.453,,0.500,1.000
4427,2007-09-01,St. Louis,,0.333,1.000,0.569,0.413,,0.488,0.000
4428,2007-09-01,Oakland,,0.667,1.000,0.500,0.469,,0.484,--
4429,2007-09-01,Kansas City,,0.333,0.000,0.484,0.464,,0.475,--
4430,2007-09-01,SF Giants,,0.667,1.000,0.500,0.417,,0.460,--
4431,2007-09-01,Cincinnati,,0.667,0.000,0.500,0.419,,0.460,1.000
4432,2007-09-01,Texas,,0.667,0.000,0.541,0.350,,0.446,--
4433,2007-09-01,Houston,,1.000,1.000,0.523,0.355,,0.441,--
4434,2007-09-01,Miami,,0.333,0.000,0.415,0.467,,0.440,--
4435,2007-09-01,Washington,,0.000,0.000,0.475,0.397,,0.436,--
4436,2007-09-01,Pittsburgh,,0.000,0.000,0.476,0.390,,0.434,--
4437,2007-09-01,Baltimore,,0.333,1.000,0.433,0.424,,0.429,--
4438,2007-09-01,Chi Sox,,0.000,0.000,0.431,0.397,,0.413,--
4439,2007-09-01,Tampa Bay,,1.000,1.000,0.453,0.351,,0.405,--
4440,2007-09-02,LA Angels,,0.667,0.000,0.688,0.550,,0.621,--
4441,2007-09-02,Cleveland,,1.000,1.000,0.625,0.540,,0.583,--
4442,2007-09-02,Boston,,0.333,1.000,0.614,0.547,,0.579,--
4443,2007-09-02,San Diego,,0.667,1.000,0.576,0.542,,0.560,0.000
4444,2007-09-02,NY Yankees,,0.667,1.000,0.651,0.458,,0.557,--
4445,2007-09-02,Seattle,,0.000,0.000,0.619,0.492,,0.556,--
4446,2007-09-02,Arizona,,0.667,1.000,0.617,0.493,,0.551,--
4447,2007-09-02,Philadelphia,,0.667,0.000,0.587,0.508,,0.547,0.000
4448,2007-09-02,NY Mets,,0.667,1.000,0.525,0.554,,0.540,--
4449,2007-09-02,Detroit,,0.667,1.000,0.516,0.550,,0.533,--
4450,2007-09-02,Chi Cubs,,0.667,1.000,0.540,0.517,,0.529,1.000
4451,2007-09-02,Colorado,,0.667,0.000,0.621,0.419,,0.517,--
4452,2007-09-02,LA Dodgers,,0.333,0.000,0.532,0.484,,0.508,--
4453,2007-09-02,Toronto,,0.667,1.000,0.610,0.415,,0.508,0.000
4454,2007-09-02,Minnesota,,0.667,1.000,0.559,0.453,,0.504,1.000
4455,2007-09-02,Atlanta,,0.333,0.000,0.492,0.515,,0.504,1.000
4456,2007-09-02,Milwaukee,,0.667,1.000,0.631,0.367,,0.504,--
4457,2007-09-02,St. Louis,,0.667,1.000,0.576,0.413,,0.492,0.000
4458,2007-09-02,Oakland,,0.667,0.000,0.492,0.469,,0.480,--
4459,2007-09-02,Kansas City,,0.000,0.000,0.484,0.456,,0.471,--
4460,2007-09-02,SF Giants,,0.333,0.000,0.500,0.410,,0.457,--
4461,2007-09-02,Cincinnati,,0.333,0.000,0.500,0.413,,0.456,1.000
4462,2007-09-02,Texas,,0.667,1.000,0.541,0.361,,0.451,--
4463,2007-09-02,Miami,,0.333,1.000,0.424,0.467,,0.444,--
4464,2007-09-02,Washington,,0.333,1.000,0.484,0.397,,0.440,--
4465,2007-09-02,Houston,,0.667,0.000,0.523,0.349,,0.438,--
4466,2007-09-02,Pittsburgh,,0.000,0.000,0.476,0.383,,0.431,--
4467,2007-09-02,Baltimore,,0.333,0.000,0.433,0.417,,0.425,--
4468,2007-09-02,Chi Sox,,0.000,0.000,0.431,0.391,,0.410,--
4469,2007-09-02,Tampa Bay,,0.667,0.000,0.453,0.345,,0.402,--
4470,2007-09-03,LA Angels,,0.333,0.000,0.677,0.550,,0.616,--
4471,2007-09-03,Boston,,0.667,1.000,0.621,0.547,,0.582,--
4472,2007-09-03,Cleveland,,0.667,0.000,0.615,0.540,,0.578,--
4473,2007-09-03,San Diego,,0.667,0.000,0.567,0.542,,0.556,0.000
4474,2007-09-03,NY Yankees,,0.333,0.000,0.641,0.458,,0.553,--
4475,2007-09-03,Seattle,,0.000,0.000,0.619,0.484,,0.551,--
4476,2007-09-03,Arizona,,0.333,0.000,0.607,0.493,,0.547,--
4477,2007-09-03,NY Mets,,1.000,1.000,0.525,0.561,,0.543,--
4478,2007-09-03,Philadelphia,,0.333,0.000,0.587,0.500,,0.543,0.000
4479,2007-09-03,Chi Cubs,,0.667,1.000,0.547,0.517,,0.532,1.000
4480,2007-09-03,Detroit,,0.333,0.000,0.516,0.541,,0.529,--
4481,2007-09-03,Colorado,,0.667,1.000,0.621,0.429,,0.521,--
4482,2007-09-03,Toronto,,1.000,1.000,0.617,0.415,,0.512,0.000
4483,2007-09-03,LA Dodgers,,0.333,1.000,0.532,0.492,,0.512,--
4484,2007-09-03,Milwaukee,,1.000,1.000,0.636,0.367,,0.508,--
4485,2007-09-03,Atlanta,,0.000,0.000,0.483,0.515,,0.500,1.000
4486,2007-09-03,Minnesota,,0.667,0.000,0.550,0.453,,0.500,1.000
4487,2007-09-03,St. Louis,,1.000,1.000,0.583,0.413,,0.496,0.000
4488,2007-09-03,Oakland,,0.667,1.000,0.500,0.469,,0.484,--
4489,2007-09-03,Kansas City,,0.333,1.000,0.484,0.466,,0.475,--
4490,2007-09-03,Texas,,0.667,1.000,0.541,0.371,,0.455,--
4491,2007-09-03,SF Giants,,0.333,0.000,0.500,0.403,,0.453,--
4492,2007-09-03,Cincinnati,,0.000,0.000,0.500,0.406,,0.452,1.000
4493,2007-09-03,Miami,,0.667,1.000,0.433,0.467,,0.449,--
4494,2007-09-03,Washington,,0.667,1.000,0.492,0.397,,0.444,--
4495,2007-09-03,Houston,,0.333,0.000,0.523,0.344,,0.434,--
4496,2007-09-03,Pittsburgh,,0.000,0.000,0.476,0.377,,0.427,--
4497,2007-09-03,Baltimore,,0.333,0.000,0.433,0.410,,0.422,--
4498,2007-09-03,Chi Sox,,0.333,1.000,0.431,0.400,,0.415,--
4499,2007-09-03,Tampa Bay,,0.667,1.000,0.453,0.356,,0.407,--
4500,2007-09-04,LA Angels,,0.333,1.000,0.682,0.550,,0.619,--
4501,2007-09-04,Boston,,1.000,1.000,0.627,0.547,,0.585,--
4502,2007-09-04,Cleveland,,0.667,1.000,0.615,0.547,,0.581,--
4503,2007-09-04,San Diego,,0.667,1.000,0.567,0.550,,0.559,0.000
4504,2007-09-04,Seattle,,0.333,1.000,0.619,0.492,,0.555,--
4505,2007-09-04,NY Yankees,,0.333,0.000,0.631,0.458,,0.548,--
4506,2007-09-04,NY Mets,,1.000,1.000,0.525,0.567,,0.547,--
4507,2007-09-04,Arizona,,0.333,0.000,0.597,0.493,,0.543,--
4508,2007-09-04,Philadelphia,,0.000,0.000,0.587,0.493,,0.539,0.000
4509,2007-09-04,Detroit,,0.333,0.000,0.516,0.541,,0.529,--
4510,2007-09-04,Chi Cubs,,0.667,0.000,0.539,0.517,,0.528,1.000
4511,2007-09-04,Colorado,,0.667,1.000,0.627,0.429,,0.525,--
4512,2007-09-04,LA Dodgers,,0.667,1.000,0.532,0.500,,0.516,--
4513,2007-09-04,Toronto,,0.667,0.000,0.617,0.409,,0.508,0.000
4514,2007-09-04,Atlanta,,0.333,1.000,0.492,0.515,,0.504,1.000
4515,2007-09-04,Milwaukee,,0.667,0.000,0.627,0.367,,0.504,--
4516,2007-09-04,Minnesota,,0.333,0.000,0.541,0.453,,0.496,1.000
4517,2007-09-04,St. Louis,,0.667,0.000,0.574,0.413,,0.492,0.000
4518,2007-09-04,Oakland,,0.333,0.000,0.500,0.462,,0.481,--
4519,2007-09-04,Kansas City,,0.667,1.000,0.484,0.475,,0.480,--
4520,2007-09-04,Texas,,0.667,0.000,0.532,0.371,,0.452,--
4521,2007-09-04,SF Giants,,0.000,0.000,0.500,0.397,,0.450,--
4522,2007-09-04,Washington,,1.000,1.000,0.500,0.397,,0.449,--
4523,2007-09-04,Cincinnati,,0.000,0.000,0.492,0.406,,0.449,1.000
4524,2007-09-04,Miami,,0.667,0.000,0.433,0.459,,0.445,--
4525,2007-09-04,Houston,,0.333,1.000,0.523,0.354,,0.439,--
4526,2007-09-04,Pittsburgh,,0.333,1.000,0.476,0.387,,0.432,--
4527,2007-09-04,Baltimore,,0.000,0.000,0.433,0.403,,0.418,--
4528,2007-09-04,Chi Sox,,0.333,1.000,0.431,0.400,,0.415,--
4529,2007-09-04,Tampa Bay,,0.667,1.000,0.462,0.356,,0.411,--
4530,2007-09-05,LA Angels,,0.667,1.000,0.687,0.550,,0.622,--
4531,2007-09-05,Boston,,1.000,1.000,0.633,0.547,,0.589,--
4532,2007-09-05,Cleveland,,0.667,1.000,0.615,0.554,,0.585,--
4533,2007-09-05,San Diego,,0.333,0.000,0.567,0.541,,0.555,0.000
4534,2007-09-05,NY Yankees,,0.333,1.000,0.636,0.458,,0.552,--
4535,2007-09-05,Seattle,,0.333,0.000,0.619,0.485,,0.550,--
4536,2007-09-05,NY Mets,,1.000,1.000,0.525,0.574,,0.550,--
4537,2007-09-05,Arizona,,0.333,1.000,0.603,0.493,,0.546,--
4538,2007-09-05,Philadelphia,,0.333,1.000,0.587,0.500,,0.542,0.000
4539,2007-09-05,Colorado,,1.000,1.000,0.633,0.429,,0.529,--
4540,2007-09-05,Detroit,,0.333,0.000,0.508,0.541,,0.524,--
4541,2007-09-05,Chi Cubs,,0.333,0.000,0.530,0.517,,0.524,1.000
4542,2007-09-05,LA Dodgers,,1.000,1.000,0.532,0.508,,0.520,--
4543,2007-09-05,Milwaukee,,0.667,1.000,0.632,0.367,,0.508,--
4544,2007-09-05,Toronto,,0.333,0.000,0.617,0.403,,0.504,0.000
4545,2007-09-05,Atlanta,,0.333,0.000,0.484,0.515,,0.500,1.000
4546,2007-09-05,St. Louis,,0.667,1.000,0.581,0.413,,0.496,0.000
4547,2007-09-05,Minnesota,,0.000,0.000,0.532,0.453,,0.492,1.000
4548,2007-09-05,Oakland,,0.333,0.000,0.500,0.455,,0.477,--
4549,2007-09-05,Kansas City,,0.667,0.000,0.484,0.467,,0.476,--
4550,2007-09-05,Texas,,0.667,1.000,0.540,0.371,,0.456,--
4551,2007-09-05,Washington,,1.000,1.000,0.508,0.397,,0.453,--
4552,2007-09-05,SF Giants,,0.000,0.000,0.500,0.391,,0.446,--
4553,2007-09-05,Cincinnati,,0.000,0.000,0.484,0.406,,0.445,1.000
4554,2007-09-05,Miami,,0.333,0.000,0.433,0.452,,0.442,--
4555,2007-09-05,Houston,,0.333,0.000,0.523,0.349,,0.435,--
4556,2007-09-05,Pittsburgh,,0.333,0.000,0.476,0.381,,0.429,--
4557,2007-09-05,Baltimore,,0.333,1.000,0.433,0.413,,0.423,--
4558,2007-09-05,Chi Sox,,0.667,1.000,0.431,0.409,,0.419,--
4559,2007-09-05,Tampa Bay,,0.667,0.000,0.455,0.356,,0.408,--
4560,2007-09-06,LA Angels,,0.667,0.000,0.677,0.550,,0.617,--
4561,2007-09-06,Cleveland,,1.000,1.000,0.615,0.561,,0.588,--
4562,2007-09-06,Boston,,0.667,0.000,0.623,0.547,,0.584,--
4563,2007-09-06,NY Yankees,,0.667,1.000,0.642,0.458,,0.556,--
4564,2007-09-06,San Diego,,0.333,0.000,0.567,0.532,,0.550,0.000
4565,2007-09-06,Arizona,,0.667,1.000,0.609,0.493,,0.550,--
4566,2007-09-06,Seattle,,0.333,0.000,0.619,0.478,,0.546,--
4567,2007-09-06,NY Mets,,0.667,0.000,0.525,0.565,,0.546,--
4568,2007-09-06,Philadelphia,,0.333,0.000,0.587,0.493,,0.538,0.000
4569,2007-09-06,Detroit,,0.333,1.000,0.516,0.541,,0.528,--
4570,2007-09-06,Chi Cubs,,0.333,1.000,0.537,0.517,,0.528,1.000
4571,2007-09-06,Colorado,,0.667,0.000,0.623,0.429,,0.524,--
4572,2007-09-06,LA Dodgers,,0.667,0.000,0.532,0.500,,0.516,--
4573,2007-09-06,Milwaukee,,0.667,1.000,0.638,0.367,,0.512,--
4574,2007-09-06,Toronto,,0.333,1.000,0.617,0.412,,0.508,0.000
4575,2007-09-06,Atlanta,,0.667,1.000,0.492,0.515,,0.504,1.000
4576,2007-09-06,St. Louis,,0.333,0.000,0.571,0.413,,0.492,0.000
4577,2007-09-06,Minnesota,,0.000,0.000,0.524,0.453,,0.488,1.000
4578,2007-09-06,Oakland,,0.333,1.000,0.500,0.463,,0.481,--
4579,2007-09-06,Kansas City,,0.333,0.000,0.484,0.459,,0.472,--
4580,2007-09-06,Texas,,0.667,1.000,0.547,0.371,,0.460,--
4581,2007-09-06,Washington,,1.000,1.000,0.515,0.397,,0.457,--
4582,2007-09-06,SF Giants,,0.333,1.000,0.500,0.400,,0.450,--
4583,2007-09-06,Cincinnati,,0.333,1.000,0.492,0.406,,0.450,1.000
4584,2007-09-06,Miami,,0.000,0.000,0.433,0.444,,0.439,--
4585,2007-09-06,Pittsburgh,,0.667,1.000,0.476,0.391,,0.433,--
4586,2007-09-06,Houston,,0.333,0.000,0.523,0.343,,0.432,--
4587,2007-09-06,Baltimore,,0.333,0.000,0.433,0.406,,0.419,--
4588,2007-09-06,Chi Sox,,0.667,0.000,0.431,0.403,,0.416,--
4589,2007-09-06,Tampa Bay,,0.667,1.000,0.463,0.356,,0.413,--
4590,2007-09-07,LA Angels,,0.667,1.000,0.681,0.550,,0.620,--
4591,2007-09-07,Boston,,0.667,1.000,0.623,0.554,,0.587,--
4592,2007-09-07,Cleveland,,0.667,0.000,0.615,0.552,,0.583,--
4593,2007-09-07,NY Yankees,,0.667,1.000,0.642,0.458,,0.556,--
4594,2007-09-07,San Diego,,0.333,0.000,0.567,0.532,,0.550,0.000
4595,2007-09-07,Arizona,,0.667,1.000,0.609,0.493,,0.550,--
4596,2007-09-07,Seattle,,0.333,0.000,0.619,0.478,,0.546,--
4597,2007-09-07,NY Mets,,0.667,0.000,0.525,0.565,,0.546,--
4598,2007-09-07,Philadelphia,,0.333,0.000,0.587,0.493,,0.538,0.000
4599,2007-09-07,Detroit,,0.667,1.000,0.523,0.541,,0.532,--
4600,2007-09-07,Colorado,,0.667,0.000,0.623,0.429,,0.524,--
4601,2007-09-07,Chi Cubs,,0.333,0.000,0.529,0.517,,0.523,1.000
4602,2007-09-07,LA Dodgers,,0.667,1.000,0.532,0.508,,0.519,--
4603,2007-09-07,Milwaukee,,0.667,1.000,0.638,0.367,,0.512,--
4604,2007-09-07,Toronto,,0.333,1.000,0.617,0.412,,0.508,0.000
4605,2007-09-07,Atlanta,,0.667,1.000,0.492,0.515,,0.504,1.000
4606,2007-09-07,St. Louis,,0.667,1.000,0.578,0.413,,0.496,0.000
4607,2007-09-07,Minnesota,,0.000,0.000,0.524,0.453,,0.488,1.000
4608,2007-09-07,Oakland,,0.333,1.000,0.500,0.463,,0.481,--
4609,2007-09-07,Kansas City,,0.333,0.000,0.484,0.459,,0.472,--
4610,2007-09-07,Texas,,0.667,1.000,0.547,0.371,,0.460,--
4611,2007-09-07,Washington,,1.000,1.000,0.515,0.397,,0.457,--
4612,2007-09-07,SF Giants,,0.333,1.000,0.500,0.400,,0.450,--
4613,2007-09-07,Cincinnati,,0.333,1.000,0.492,0.406,,0.450,1.000
4614,2007-09-07,Miami,,0.000,0.000,0.433,0.444,,0.439,--
4615,2007-09-07,Houston,,0.333,0.000,0.523,0.343,,0.432,--
4616,2007-09-07,Pittsburgh,,0.333,0.000,0.476,0.385,,0.430,--
4617,2007-09-07,Baltimore,,0.333,0.000,0.426,0.406,,0.416,--
4618,2007-09-07,Chi Sox,,0.333,0.000,0.431,0.397,,0.413,--
4619,2007-09-07,Tampa Bay,,0.667,1.000,0.463,0.356,,0.413,--
4620,2007-09-08,LA Angels,,0.667,1.000,0.686,0.550,,0.623,--
4621,2007-09-08,Boston,,0.667,1.000,0.623,0.561,,0.591,--
4622,2007-09-08,Cleveland,,0.333,0.000,0.615,0.544,,0.579,--
4623,2007-09-08,NY Yankees,,1.000,1.000,0.642,0.467,,0.559,--
4624,2007-09-08,Arizona,,1.000,1.000,0.615,0.493,,0.553,--
4625,2007-09-08,NY Mets,,0.667,1.000,0.532,0.565,,0.550,--
4626,2007-09-08,San Diego,,0.000,0.000,0.567,0.524,,0.546,0.000
4627,2007-09-08,Seattle,,0.000,0.000,0.619,0.471,,0.542,--
